1,31,2.5,1260759144
1,1029,3.0,1260759179
1,1061,3.0,1260759182
1,1129,2.0,1260759185
1,1172,4.0,1260759205
1,1263,2.0,1260759151
1,1287,2.0,1260759187
1,1293,2.0,1260759148
1,1339,3.5,1260759125
1,1343,2.0,1260759131
1,1371,2.5,1260759135
1,1405,1.0,1260759203
1,1953,4.0,1260759191
1,2105,4.0,1260759139
1,2150,3.0,1260759194
1,2193,2.0,1260759198
1,2294,2.0,1260759108
1,2455,2.5,1260759113
1,2968,1.0,1260759200
2,10,4.0,835355493
2,17,5.0,835355681
2,110,4.0,835355532
2,144,3.0,835356016
2,150,5.0,835355395
2,153,4.0,835355441
2,161,3.0,835355493
2,165,3.0,835355441
2,168,3.0,835355710
2,185,3.0,835355511
2,186,3.0,835355664
2,208,3.0,835355511
2,222,5.0,835355840
2,223,1.0,835355749
2,225,3.0,835355552
2,235,3.0,835355664
2,248,3.0,835355896
2,253,4.0,835355511
2,261,4.0,835355681
2,265,5.0,835355697
2,266,5.0,835355586
2,272,3.0,835355767
2,273,4.0,835355779
2,292,3.0,835355492
2,296,4.0,835355395
2,300,3.0,835355532
3,110,4.0,1298922049
3,247,3.5,1298861637
3,267,3.0,1298861761
3,296,4.5,1298862418
3,1197,5.0,1298932770
3,1210,3.0,1298921795
3,1235,4.0,1298861628
3,1271,3.0,1298861605
3,1378,4.0,1298861658
3,1580,3.5,1298922089
3,1721,4.5,1298923236
3,1884,4.0,1298863143
3,2028,4.0,1298921862
3,2513,3.0,1298861789
3,2694,3.0,1298862710
3,2702,3.5,1298861796
3,2716,3.0,1298924017
3,2762,3.5,1298922057
3,2841,4.0,1298861733
3,2858,4.0,1298921825
3,2959,5.0,1298862874
3,27369,3.5,1298862555
4,10,4.0,949810645
4,112,5.0,949810582
4,141,5.0,949919681
4,153,4.0,949811346
4,173,3.0,949811346
4,185,3.0,949920047
4,260,5.0,949779042
4,289,4.0,949778802
4,296,5.0,949895708
4,1011,4.0,949919454
4,1016,4.0,949919322
4,1022,5.0,949949638
4,1028,5.0,949949638
4,1030,5.0,949896377
4,1031,5.0,949896377
4,1032,5.0,949949538
4,1033,5.0,949949638
4,1036,5.0,949896244
4,1073,5.0,949919372
4,1079,5.0,949811523
4,1089,5.0,949895732
4,1097,5.0,949778771
4,1125,5.0,949919399
4,1127,5.0,949896275
4,1136,5.0,949919372
4,1194,5.0,949919419
4,1196,5.0,949779173
4,1197,5.0,949811490
4,1198,5.0,949779173
4,1200,5.0,949896244
4,1206,5.0,949896159
4,1208,5.0,949779173
4,1210,5.0,949778714
4,1213,5.0,949895708
4,1214,5.0,949810261
4,1219,5.0,949779173
4,1220,5.0,949811523
4,1222,5.0,949918693
4,1225,5.0,949779173
4,1230,5.0,949919372
4,1240,5.0,949896244
4,1243,5.0,949919519
4,1257,5.0,949811602
4,1258,5.0,949918743
4,1259,4.0,949811559
4,1265,5.0,949919591
4,1270,5.0,949811523
4,1278,5.0,949919372
4,1282,5.0,949949396
4,1285,4.0,949811559
4,1288,5.0,949811490
4,1291,5.0,949918743
4,1298,4.0,949918927
4,1307,4.0,949811602
4,1332,4.0,949896275
4,1334,5.0,949982274
4,1344,5.0,949919247
4,1356,4.0,949810582
